scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,verify,params,hypothesis
S005pure.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__epg_text,S,epg_text,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__timer_armed,S,timer_armed,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__db_watch,S,db_watch,permissive,none,none,0,none,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__ready,S,ready,permissive,none,none,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S005pure.perm__steady,S,steady,permissive,none,none,0,none,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 0,[pure 구성·permissive] ok — 자원 무해 구간 전체 통과
S006hub1.stri__init,S,init,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_open,S,db_open,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_read,S,db_read,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_parse,S,db_parse,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_index,S,epg_index,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_index_p50,S,epg_index_p50,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_index_p75,S,epg_index_p75,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_text,S,epg_text,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__epg_reserve,S,epg_reserve,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·strict] ok — 이 라인의 자원은 해당 옵션에서 무해
S006hub1.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S006hub1.stri__hub_subscribed,S,hub_subscribed,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S006hub1.stri__timer_armed,S,timer_armed,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S006hub1.stri__db_watch,S,db_watch,strict,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S006hub1.stri__ready,S,ready,strict,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S006hub1.stri__steady,S,steady,strict,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·strict] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___init,S,init,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_open,S,db_open,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_read,S,db_read,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_parse,S,db_parse,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_index,S,epg_index,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_text,S,epg_text,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·ext_unix] ok — 이 라인의 자원은 해당 옵션에서 무해
S007hub1.ext___hub_conn1,S,hub_conn1,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___hub_subscribed,S,hub_subscribed,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___timer_armed,S,timer_armed,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___db_watch,S,db_watch,ext_unix,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___ready,S,ready,ext_unix,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S007hub1.ext___steady,S,steady,ext_unix,none,none,0,normal,"pong,stat",--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,"[hub1 구성·ext_unix] dump_fail — hub established는 옵션 불가 (경계선 2, 처방만이 답)"
S008hub1.tcp___init,S,init,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_open,S,db_open,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_read,S,db_read,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_parse,S,db_parse,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
S008hub1.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,normal,resume,--db_mib 8 --index_mib 12 --parse_iters 120000 --refresh_ms 500 --refresh_kib 256 --timer 1 --timer_s 60 --watch 1 --substeps 1 --hub_conns 1 --hub_pending 8,[hub1 구성·tcp_est] ok — 이 라인의 자원은 해당 옵션에서 무해
