cold_run_id,restore_run_id,cold_response_s,restore_response_s,delta_s,kdat_cache,dump_phase,repeat_id
crossover2_initburst_500_cpuidle_rep10,crossover2_initburst_500_cpuidle_kon_rep10,0.523138,0.0604529,-0.462685,on,served_first,10
crossover2_initburst_50_cpubusy_rep01,crossover2_initburst_50_cpubusy_koff_rep01,0.130839,0.216155,0.085316,off,served_first,01
crossover2_initburst_50_cpubusy_rep01,crossover2_initburst_50_cpubusy_kon_rep01,0.130839,0.102982,-0.027857,on,served_first,01
crossover2_initburst_50_cpubusy_rep02,crossover2_initburst_50_cpubusy_koff_rep02,0.13487,0.22319,0.08832,off,served_first,02
crossover2_initburst_50_cpubusy_rep02,crossover2_initburst_50_cpubusy_kon_rep02,0.13487,0.0996871,-0.0351829,on,served_first,02
crossover2_initburst_50_cpubusy_rep03,crossover2_initburst_50_cpubusy_koff_rep03,0.131937,0.207521,0.075584,off,served_first,03
crossover2_initburst_50_cpubusy_rep03,crossover2_initburst_50_cpubusy_kon_rep03,0.131937,0.100184,-0.031753,on,served_first,03
crossover2_initburst_50_cpubusy_rep04,crossover2_initburst_50_cpubusy_koff_rep04,0.112271,0.198516,0.086245,off,served_first,04
crossover2_initburst_50_cpubusy_rep04,crossover2_initburst_50_cpubusy_kon_rep04,0.112271,0.121904,0.009633,on,served_first,04
crossover2_initburst_50_cpubusy_rep05,crossover2_initburst_50_cpubusy_koff_rep05,0.133741,0.222587,0.088846,off,served_first,05
crossover2_initburst_50_cpubusy_rep05,crossover2_initburst_50_cpubusy_kon_rep05,0.133741,0.1061,-0.027641,on,served_first,05
crossover2_initburst_50_cpubusy_rep06,crossover2_initburst_50_cpubusy_koff_rep06,0.119292,0.207568,0.088276,off,served_first,06
crossover2_initburst_50_cpubusy_rep06,crossover2_initburst_50_cpubusy_kon_rep06,0.119292,0.0955811,-0.0237109,on,served_first,06
crossover2_initburst_50_cpubusy_rep07,crossover2_initburst_50_cpubusy_koff_rep07,0.121136,0.223191,0.102055,off,served_first,07
crossover2_initburst_50_cpubusy_rep07,crossover2_initburst_50_cpubusy_kon_rep07,0.121136,0.0940421,-0.0270939,on,served_first,07
crossover2_initburst_50_cpubusy_rep08,crossover2_initburst_50_cpubusy_koff_rep08,0.13088,0.210602,0.079722,off,served_first,08
crossover2_initburst_50_cpubusy_rep08,crossover2_initburst_50_cpubusy_kon_rep08,0.13088,0.101648,-0.029232,on,served_first,08
crossover2_initburst_50_cpubusy_rep09,crossover2_initburst_50_cpubusy_koff_rep09,0.112035,0.233744,0.121709,off,served_first,09
crossover2_initburst_50_cpubusy_rep09,crossover2_initburst_50_cpubusy_kon_rep09,0.112035,0.107871,-0.004164,on,served_first,09
crossover2_initburst_50_cpubusy_rep10,crossover2_initburst_50_cpubusy_koff_rep10,0.126082,0.212329,0.086247,off,served_first,10
crossover2_initburst_50_cpubusy_rep10,crossover2_initburst_50_cpubusy_kon_rep10,0.126082,0.110902,-0.01518,on,served_first,10
crossover2_initburst_50_cpuidle_rep01,crossover2_initburst_50_cpuidle_koff_rep01,0.073441,0.130632,0.057191,off,served_first,01
crossover2_initburst_50_cpuidle_rep01,crossover2_initburst_50_cpuidle_kon_rep01,0.073441,0.0614181,-0.0120229,on,served_first,01
crossover2_initburst_50_cpuidle_rep02,crossover2_initburst_50_cpuidle_koff_rep02,0.074563,0.133964,0.059401,off,served_first,02
crossover2_initburst_50_cpuidle_rep02,crossover2_initburst_50_cpuidle_kon_rep02,0.074563,0.062161,-0.012402,on,served_first,02
crossover2_initburst_50_cpuidle_rep03,crossover2_initburst_50_cpuidle_koff_rep03,0.0662398,0.13443,0.0681902,off,served_first,03
crossover2_initburst_50_cpuidle_rep03,crossover2_initburst_50_cpuidle_kon_rep03,0.0662398,0.0586631,-0.0075767,on,served_first,03
crossover2_initburst_50_cpuidle_rep04,crossover2_initburst_50_cpuidle_koff_rep04,0.0737462,0.130918,0.0571718,off,served_first,04
crossover2_initburst_50_cpuidle_rep04,crossover2_initburst_50_cpuidle_kon_rep04,0.0737462,0.0664139,-0.0073323,on,served_first,04
crossover2_initburst_50_cpuidle_rep05,crossover2_initburst_50_cpuidle_koff_rep05,0.0671968,0.128502,0.0613052,off,served_first,05
crossover2_initburst_50_cpuidle_rep05,crossover2_initburst_50_cpuidle_kon_rep05,0.0671968,0.0713019,0.0041051,on,served_first,05
crossover2_initburst_50_cpuidle_rep06,crossover2_initburst_50_cpuidle_koff_rep06,0.080925,0.12591,0.044985,off,served_first,06
crossover2_initburst_50_cpuidle_rep06,crossover2_initburst_50_cpuidle_kon_rep06,0.080925,0.060699,-0.020226,on,served_first,06
crossover2_initburst_50_cpuidle_rep07,crossover2_initburst_50_cpuidle_koff_rep07,0.0756729,0.126215,0.0505421,off,served_first,07
crossover2_initburst_50_cpuidle_rep07,crossover2_initburst_50_cpuidle_kon_rep07,0.0756729,0.060874,-0.0147989,on,served_first,07
crossover2_initburst_50_cpuidle_rep08,crossover2_initburst_50_cpuidle_koff_rep08,0.0724151,0.132633,0.0602179,off,served_first,08
crossover2_initburst_50_cpuidle_rep08,crossover2_initburst_50_cpuidle_kon_rep08,0.0724151,0.064672,-0.0077431,on,served_first,08
crossover2_initburst_50_cpuidle_rep09,crossover2_initburst_50_cpuidle_koff_rep09,0.0819271,0.132489,0.0505619,off,served_first,09
crossover2_initburst_50_cpuidle_rep09,crossover2_initburst_50_cpuidle_kon_rep09,0.0819271,0.060493,-0.0214341,on,served_first,09
crossover2_initburst_50_cpuidle_rep10,crossover2_initburst_50_cpuidle_koff_rep10,0.074244,0.130055,0.055811,off,served_first,10
crossover2_initburst_50_cpuidle_rep10,crossover2_initburst_50_cpuidle_kon_rep10,0.074244,0.0706489,-0.0035951,on,served_first,10
crossover2_initburst_700_cpubusy_rep01,crossover2_initburst_700_cpubusy_koff_rep01,0.908228,0.206642,-0.701586,off,served_first,01
crossover2_initburst_700_cpubusy_rep01,crossover2_initburst_700_cpubusy_kon_rep01,0.908228,0.106722,-0.801506,on,served_first,01
crossover2_initburst_700_cpubusy_rep02,crossover2_initburst_700_cpubusy_koff_rep02,0.992605,0.209593,-0.783012,off,served_first,02
crossover2_initburst_700_cpubusy_rep02,crossover2_initburst_700_cpubusy_kon_rep02,0.992605,0.100966,-0.891639,on,served_first,02
crossover2_initburst_700_cpubusy_rep03,crossover2_initburst_700_cpubusy_koff_rep03,0.942868,0.205334,-0.737534,off,served_first,03
crossover2_initburst_700_cpubusy_rep03,crossover2_initburst_700_cpubusy_kon_rep03,0.942868,0.110993,-0.831875,on,served_first,03
crossover2_initburst_700_cpubusy_rep04,crossover2_initburst_700_cpubusy_koff_rep04,1.08298,0.222464,-0.860516,off,served_first,04
crossover2_initburst_700_cpubusy_rep04,crossover2_initburst_700_cpubusy_kon_rep04,1.08298,0.10228,-0.9807,on,served_first,04
crossover2_initburst_700_cpubusy_rep05,crossover2_initburst_700_cpubusy_koff_rep05,0.954068,0.244956,-0.709112,off,served_first,05
crossover2_initburst_700_cpubusy_rep05,crossover2_initburst_700_cpubusy_kon_rep05,0.954068,0.106681,-0.847387,on,served_first,05
crossover2_initburst_700_cpubusy_rep06,crossover2_initburst_700_cpubusy_koff_rep06,1.44528,0.22095,-1.22433,off,served_first,06
crossover2_initburst_700_cpubusy_rep06,crossover2_initburst_700_cpubusy_kon_rep06,1.44528,0.095788,-1.34949,on,served_first,06
crossover2_initburst_700_cpubusy_rep07,crossover2_initburst_700_cpubusy_koff_rep07,0.914243,0.209548,-0.704695,off,served_first,07
crossover2_initburst_700_cpubusy_rep07,crossover2_initburst_700_cpubusy_kon_rep07,0.914243,0.098954,-0.815289,on,served_first,07
crossover2_initburst_700_cpubusy_rep08,crossover2_initburst_700_cpubusy_koff_rep08,0.940831,0.208721,-0.73211,off,served_first,08
crossover2_initburst_700_cpubusy_rep08,crossover2_initburst_700_cpubusy_kon_rep08,0.940831,0.11534,-0.825491,on,served_first,08
crossover2_initburst_700_cpubusy_rep09,crossover2_initburst_700_cpubusy_koff_rep09,1.13972,0.200833,-0.938887,off,served_first,09
crossover2_initburst_700_cpubusy_rep09,crossover2_initburst_700_cpubusy_kon_rep09,1.13972,0.103026,-1.03669,on,served_first,09
crossover2_initburst_700_cpubusy_rep10,crossover2_initburst_700_cpubusy_koff_rep10,1.20143,0.194831,-1.0066,off,served_first,10
crossover2_initburst_700_cpubusy_rep10,crossover2_initburst_700_cpubusy_kon_rep10,1.20143,0.12085,-1.08058,on,served_first,10
crossover2_initburst_700_cpuidle_rep01,crossover2_initburst_700_cpuidle_koff_rep01,0.722813,0.130434,-0.592379,off,served_first,01
crossover2_initburst_700_cpuidle_rep01,crossover2_initburst_700_cpuidle_kon_rep01,0.722813,0.063895,-0.658918,on,served_first,01
crossover2_initburst_700_cpuidle_rep02,crossover2_initburst_700_cpuidle_koff_rep02,0.718832,0.13785,-0.580982,off,served_first,02
crossover2_initburst_700_cpuidle_rep02,crossover2_initburst_700_cpuidle_kon_rep02,0.718832,0.06442,-0.654412,on,served_first,02
crossover2_initburst_700_cpuidle_rep03,crossover2_initburst_700_cpuidle_koff_rep03,0.722784,0.130106,-0.592678,off,served_first,03
crossover2_initburst_700_cpuidle_rep03,crossover2_initburst_700_cpuidle_kon_rep03,0.722784,0.0570459,-0.665738,on,served_first,03
crossover2_initburst_700_cpuidle_rep04,crossover2_initburst_700_cpuidle_koff_rep04,0.722649,0.133879,-0.58877,off,served_first,04
crossover2_initburst_700_cpuidle_rep04,crossover2_initburst_700_cpuidle_kon_rep04,0.722649,0.062701,-0.659948,on,served_first,04
crossover2_initburst_700_cpuidle_rep05,crossover2_initburst_700_cpuidle_koff_rep05,0.718541,0.134448,-0.584093,off,served_first,05
crossover2_initburst_700_cpuidle_rep05,crossover2_initburst_700_cpuidle_kon_rep05,0.718541,0.063406,-0.655135,on,served_first,05
crossover2_initburst_700_cpuidle_rep06,crossover2_initburst_700_cpuidle_koff_rep06,0.719224,0.140668,-0.578556,off,served_first,06
crossover2_initburst_700_cpuidle_rep06,crossover2_initburst_700_cpuidle_kon_rep06,0.719224,0.0684891,-0.650735,on,served_first,06
crossover2_initburst_700_cpuidle_rep07,crossover2_initburst_700_cpuidle_koff_rep07,0.721955,0.12935,-0.592605,off,served_first,07
crossover2_initburst_700_cpuidle_rep07,crossover2_initburst_700_cpuidle_kon_rep07,0.721955,0.058466,-0.663489,on,served_first,07
crossover2_initburst_700_cpuidle_rep08,crossover2_initburst_700_cpuidle_koff_rep08,0.71427,0.121662,-0.592608,off,served_first,08
crossover2_initburst_700_cpuidle_rep08,crossover2_initburst_700_cpuidle_kon_rep08,0.71427,0.0658131,-0.648457,on,served_first,08
crossover2_initburst_700_cpuidle_rep09,crossover2_initburst_700_cpuidle_koff_rep09,0.717339,0.124991,-0.592348,off,served_first,09
crossover2_initburst_700_cpuidle_rep09,crossover2_initburst_700_cpuidle_kon_rep09,0.717339,0.0638549,-0.653484,on,served_first,09
crossover2_initburst_700_cpuidle_rep10,crossover2_initburst_700_cpuidle_koff_rep10,0.716353,0.145294,-0.571059,off,served_first,10
crossover2_initburst_700_cpuidle_rep10,crossover2_initburst_700_cpuidle_kon_rep10,0.716353,0.0577729,-0.65858,on,served_first,10
