scenario,family,phase,criu_opts,pre_dump,post_dump,restore_mem_mib,hub_mode,launch_ok,dump_rc,restore_rc,img_kib,v_pong,v_stat,v_hub,v_tcp,v_live5,v_resume,rereg_ms,verdict,world,dump_err,restore_err
S006hub1.stri__hub_conn1,S,hub_conn1,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=1561 regs=23 log_rx=6650 svcs=4 mem_mib=819 memd_kills=0
0","(00.149229) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S006hub1.stri__hub_subscribed,S,hub_subscribed,strict,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=1568 regs=24 log_rx=6700 svcs=4 mem_mib=819 memd_kills=0
0","(00.136288) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S006hub1.stri__timer_armed,S,timer_armed,strict,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=1576 regs=25 log_rx=6700 svcs=4 mem_mib=819 memd_kills=0
0","(00.133682) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S006hub1.stri__db_watch,S,db_watch,strict,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1584 regs=26 log_rx=6750 svcs=4 mem_mib=819 memd_kills=0
0","(00.133330) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S006hub1.stri__ready,S,ready,strict,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1592 regs=27 log_rx=6800 svcs=4 mem_mib=819 memd_kills=0
0","(00.132561) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S006hub1.stri__steady,S,steady,strict,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1601 regs=28 log_rx=6850 svcs=4 mem_mib=819 memd_kills=0
0","(00.131403) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S007hub1.ext___init,S,init,ext_unix,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1609 regs=29 log_rx=6850 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_open,S,db_open,ext_unix,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1618 regs=30 log_rx=6900 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_read,S,db_read,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1626 regs=31 log_rx=6950 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_read_p25,S,db_read_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1634 regs=32 log_rx=6950 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_read_p50,S,db_read_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1642 regs=33 log_rx=7000 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_read_p75,S,db_read_p75,ext_unix,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1651 regs=34 log_rx=7050 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_parse,S,db_parse,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1659 regs=35 log_rx=7050 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_parse_p25,S,db_parse_p25,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1667 regs=36 log_rx=7100 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_parse_p50,S,db_parse_p50,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1675 regs=37 log_rx=7150 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___db_parse_p75,S,db_parse_p75,ext_unix,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1683 regs=38 log_rx=7200 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___epg_index,S,epg_index,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1692 regs=39 log_rx=7200 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___epg_index_p25,S,epg_index_p25,ext_unix,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1700 regs=40 log_rx=7250 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___epg_index_p50,S,epg_index_p50,ext_unix,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1708 regs=41 log_rx=7300 svcs=4 mem_mib=820 memd_kills=0
0","",""
S007hub1.ext___epg_index_p75,S,epg_index_p75,ext_unix,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1716 regs=42 log_rx=7300 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___epg_text,S,epg_text,ext_unix,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1725 regs=43 log_rx=7350 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___epg_reserve,S,epg_reserve,ext_unix,none,none,0,normal,1,0,0,13592,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1733 regs=44 log_rx=7400 svcs=4 mem_mib=819 memd_kills=0
0","",""
S007hub1.ext___hub_conn1,S,hub_conn1,ext_unix,none,none,0,normal,1,1,na,13588,na,na,na,na,na,na,na,dump_fail,"up_s=1740 regs=45 log_rx=7400 svcs=4 mem_mib=819 memd_kills=0
0","(00.211606) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S007hub1.ext___hub_subscribed,S,hub_subscribed,ext_unix,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=1747 regs=46 log_rx=7450 svcs=4 mem_mib=819 memd_kills=0
0","(00.147217) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S007hub1.ext___timer_armed,S,timer_armed,ext_unix,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=1755 regs=47 log_rx=7500 svcs=4 mem_mib=819 memd_kills=0
0","(00.143863) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S007hub1.ext___db_watch,S,db_watch,ext_unix,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1763 regs=48 log_rx=7500 svcs=4 mem_mib=819 memd_kills=0
0","(00.143309) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S007hub1.ext___ready,S,ready,ext_unix,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1771 regs=49 log_rx=7550 svcs=4 mem_mib=819 memd_kills=0
0","(00.151854) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S007hub1.ext___steady,S,steady,ext_unix,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1780 regs=50 log_rx=7600 svcs=4 mem_mib=819 memd_kills=0
0","(00.137950) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S008hub1.tcp___init,S,init,tcp_est,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1788 regs=51 log_rx=7650 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_open,S,db_open,tcp_est,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1796 regs=52 log_rx=7650 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_read,S,db_read,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1804 regs=53 log_rx=7700 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_read_p25,S,db_read_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1813 regs=54 log_rx=7750 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_read_p50,S,db_read_p50,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1821 regs=55 log_rx=7750 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_read_p75,S,db_read_p75,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1829 regs=56 log_rx=7800 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_parse,S,db_parse,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1837 regs=57 log_rx=7850 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_parse_p25,S,db_parse_p25,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1845 regs=58 log_rx=7850 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_parse_p50,S,db_parse_p50,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1854 regs=59 log_rx=7900 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___db_parse_p75,S,db_parse_p75,tcp_est,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1862 regs=60 log_rx=7950 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_index,S,epg_index,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1870 regs=61 log_rx=8000 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_index_p25,S,epg_index_p25,tcp_est,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1878 regs=62 log_rx=8000 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_index_p50,S,epg_index_p50,tcp_est,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1887 regs=63 log_rx=8050 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_index_p75,S,epg_index_p75,tcp_est,none,none,0,normal,1,0,0,10532,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1895 regs=64 log_rx=8100 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_text,S,epg_text,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1903 regs=65 log_rx=8100 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___epg_reserve,S,epg_reserve,tcp_est,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1911 regs=66 log_rx=8150 svcs=4 mem_mib=820 memd_kills=0
0","",""
S008hub1.tcp___hub_conn1,S,hub_conn1,tcp_est,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=1918 regs=67 log_rx=8200 svcs=4 mem_mib=820 memd_kills=0
0","(00.184258) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S008hub1.tcp___hub_subscribed,S,hub_subscribed,tcp_est,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=1925 regs=68 log_rx=8200 svcs=4 mem_mib=820 memd_kills=0
0","(00.199048) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S008hub1.tcp___timer_armed,S,timer_armed,tcp_est,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=1933 regs=69 log_rx=8250 svcs=4 mem_mib=820 memd_kills=0
0","(00.211227) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S008hub1.tcp___db_watch,S,db_watch,tcp_est,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1941 regs=70 log_rx=8300 svcs=4 mem_mib=820 memd_kills=0
0","(00.127848) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S008hub1.tcp___ready,S,ready,tcp_est,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1950 regs=71 log_rx=8300 svcs=4 mem_mib=820 memd_kills=0
0","(00.145693) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S008hub1.tcp___steady,S,steady,tcp_est,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=1958 regs=72 log_rx=8350 svcs=4 mem_mib=820 memd_kills=0
0","(00.134319) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S009hub1.file__init,S,init,filelocks,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1967 regs=73 log_rx=8400 svcs=4 mem_mib=820 memd_kills=0
0","",""
S009hub1.file__db_open,S,db_open,filelocks,none,none,0,normal,1,0,0,280,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1975 regs=74 log_rx=8400 svcs=4 mem_mib=820 memd_kills=0
0","",""
S009hub1.file__db_read,S,db_read,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1983 regs=75 log_rx=8450 svcs=4 mem_mib=820 memd_kills=0
0","",""
S009hub1.file__db_read_p25,S,db_read_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1991 regs=76 log_rx=8500 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_read_p50,S,db_read_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=1999 regs=77 log_rx=8550 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_read_p75,S,db_read_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2008 regs=78 log_rx=8550 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_parse,S,db_parse,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2016 regs=79 log_rx=8600 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_parse_p25,S,db_parse_p25,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2024 regs=80 log_rx=8650 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_parse_p50,S,db_parse_p50,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2032 regs=81 log_rx=8650 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__db_parse_p75,S,db_parse_p75,filelocks,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2040 regs=82 log_rx=8700 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_index,S,epg_index,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2049 regs=83 log_rx=8750 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_index_p25,S,epg_index_p25,filelocks,none,none,0,normal,1,0,0,4380,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2057 regs=84 log_rx=8750 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_index_p50,S,epg_index_p50,filelocks,none,none,0,normal,1,0,0,7452,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2065 regs=85 log_rx=8800 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_index_p75,S,epg_index_p75,filelocks,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2073 regs=86 log_rx=8850 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_text,S,epg_text,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2082 regs=87 log_rx=8900 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__epg_reserve,S,epg_reserve,filelocks,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2090 regs=88 log_rx=8900 svcs=4 mem_mib=821 memd_kills=0
0","",""
S009hub1.file__hub_conn1,S,hub_conn1,filelocks,none,none,0,normal,1,1,na,13592,na,na,na,na,na,na,na,dump_fail,"up_s=2097 regs=89 log_rx=8950 svcs=4 mem_mib=821 memd_kills=0
0","(00.120062) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S009hub1.file__hub_subscribed,S,hub_subscribed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=2104 regs=90 log_rx=9000 svcs=4 mem_mib=821 memd_kills=0
0","(00.105646) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S009hub1.file__timer_armed,S,timer_armed,filelocks,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=2111 regs=91 log_rx=9000 svcs=4 mem_mib=821 memd_kills=0
0","(00.117269) Error (criu/sk-unix.c:874): unix: External socket is used. Consider using --ext-unix-sk option.",""
S009hub1.file__db_watch,S,db_watch,filelocks,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2119 regs=92 log_rx=9050 svcs=4 mem_mib=821 memd_kills=0
0","(00.127000) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S009hub1.file__ready,S,ready,filelocks,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2128 regs=93 log_rx=9100 svcs=4 mem_mib=821 memd_kills=0
0","(00.127366) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S009hub1.file__steady,S,steady,filelocks,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2137 regs=94 log_rx=9100 svcs=4 mem_mib=821 memd_kills=0
0","(00.116024) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S010hub1.perm__init,S,init,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2145 regs=95 log_rx=9150 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_open,S,db_open,permissive,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2153 regs=96 log_rx=9200 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_read,S,db_read,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2161 regs=97 log_rx=9200 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_read_p25,S,db_read_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2169 regs=98 log_rx=9250 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_read_p50,S,db_read_p50,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2178 regs=99 log_rx=9300 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_read_p75,S,db_read_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2186 regs=100 log_rx=9350 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_parse,S,db_parse,permissive,none,none,0,normal,1,0,0,1308,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2194 regs=101 log_rx=9350 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_parse_p25,S,db_parse_p25,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2202 regs=102 log_rx=9400 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_parse_p50,S,db_parse_p50,permissive,none,none,0,normal,1,0,0,1300,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2211 regs=103 log_rx=9450 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__db_parse_p75,S,db_parse_p75,permissive,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2219 regs=104 log_rx=9450 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__epg_index,S,epg_index,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2227 regs=105 log_rx=9500 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__epg_index_p25,S,epg_index_p25,permissive,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2235 regs=106 log_rx=9550 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__epg_index_p50,S,epg_index_p50,permissive,none,none,0,normal,1,0,0,7456,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2244 regs=107 log_rx=9550 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__epg_index_p75,S,epg_index_p75,permissive,none,none,0,normal,1,0,0,10528,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2252 regs=108 log_rx=9600 svcs=4 mem_mib=821 memd_kills=0
0","",""
S010hub1.perm__epg_text,S,epg_text,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2260 regs=109 log_rx=9650 svcs=4 mem_mib=822 memd_kills=0
0","",""
S010hub1.perm__epg_reserve,S,epg_reserve,permissive,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2268 regs=110 log_rx=9700 svcs=4 mem_mib=822 memd_kills=0
0","",""
S010hub1.perm__hub_conn1,S,hub_conn1,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=2275 regs=111 log_rx=9700 svcs=4 mem_mib=821 memd_kills=0
0","(00.137775) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S010hub1.perm__hub_subscribed,S,hub_subscribed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=2282 regs=112 log_rx=9750 svcs=4 mem_mib=821 memd_kills=0
0","(00.118636) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S010hub1.perm__timer_armed,S,timer_armed,permissive,none,none,0,normal,1,1,na,13596,na,na,na,na,na,na,na,dump_fail,"up_s=2290 regs=113 log_rx=9750 svcs=4 mem_mib=821 memd_kills=0
0","(00.122459) Error (criu/sk-unix.c:881): unix: Can't dump half of stream unix connection. name: (null); peer name: ",""
S010hub1.perm__db_watch,S,db_watch,permissive,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2298 regs=114 log_rx=9800 svcs=4 mem_mib=821 memd_kills=0
0","(00.123317) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S010hub1.perm__ready,S,ready,permissive,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2306 regs=115 log_rx=9850 svcs=4 mem_mib=822 memd_kills=0
0","(00.145290) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S010hub1.perm__steady,S,steady,permissive,none,none,0,normal,1,1,na,128,na,na,na,na,na,na,na,dump_fail,"up_s=2315 regs=116 log_rx=9900 svcs=4 mem_mib=821 memd_kills=0
0","(00.186876) Error (criu/fsnotify.c:284): fsnotify: 	Can't dump that handle",""
S011hub2.stri__init,S,init,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2324 regs=118 log_rx=9900 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_open,S,db_open,strict,none,none,0,normal,1,0,0,284,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2332 regs=120 log_rx=9950 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_read,S,db_read,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2341 regs=122 log_rx=10000 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_read_p25,S,db_read_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2350 regs=124 log_rx=10050 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_read_p50,S,db_read_p50,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2358 regs=126 log_rx=10050 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_read_p75,S,db_read_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2367 regs=128 log_rx=10100 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_parse,S,db_parse,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2375 regs=130 log_rx=10150 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_parse_p25,S,db_parse_p25,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2384 regs=132 log_rx=10200 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_parse_p50,S,db_parse_p50,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2393 regs=134 log_rx=10200 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__db_parse_p75,S,db_parse_p75,strict,none,none,0,normal,1,0,0,1304,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2401 regs=136 log_rx=10250 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__epg_index,S,epg_index,strict,none,none,0,normal,1,0,0,13596,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2410 regs=138 log_rx=10300 svcs=4 mem_mib=822 memd_kills=0
0","",""
S011hub2.stri__epg_index_p25,S,epg_index_p25,strict,none,none,0,normal,1,0,0,4384,na,na,na,na,na,resumed_to_ready,na,ok,"up_s=2419 regs=140 log_rx=10300 svcs=4 mem_mib=822 memd_kills=0
0","",""
